timestamp,open,high,low,close,volume
2023-01-01 01:10:00,16525.82,16526.0,16524.12,16525.77,0.399337
2023-01-01 01:11:00,16524.06,16525.94,16523.87,16525.74,2.498145
2023-01-01 01:12:00,16525.99,16525.99,16521.32,16523.76,0.393778
2023-01-01 01:13:00,16524.33,16526.0,16524.02,16525.99,0.328984
2023-01-01 01:14:00,16526.0,16526.5,16521.13,16523.84,3.378576
2023-01-01 01:15:00,16523.84,16524.98,16520.9,16524.79,0.575595
2023-01-01 01:16:00,16521.91,16521.91,16518.68,16521.57,0.267305
2023-01-01 01:17:00,16520.07,16520.99,16518.37,16519.13,0.202696
2023-01-01 01:18:00,16520.89,16522.07,16519.46,16522.07,0.068315
2023-01-01 01:19:00,16520.4,16520.4,16520.4,16520.4,0.006049
2023-01-01 01:20:00,16522.07,16522.07,16521.07,16521.07,0.02324
2023-01-01 01:21:00,16520.42,16521.14,16518.46,16521.14,0.235723
2023-01-01 01:22:00,16520.93,16520.93,16518.64,16520.77,0.079666
2023-01-01 01:23:00,16518.78,16518.87,16515.82,16517.97,0.164417
2023-01-01 01:24:00,16517.82,16521.79,16517.82,16521.75,2.053742
2023-01-01 01:25:00,16519.83,16520.16,16519.28,16520.16,0.066545
2023-01-01 01:26:00,16518.66,16521.6,16518.28,16521.6,0.18409
2023-01-01 01:27:00,16519.48,16519.48,16518.28,16518.28,0.13307
2023-01-01 01:28:00,16518.03,16519.75,16517.97,16517.97,0.089544
2023-01-01 01:29:00,16519.74,16520.0,16518.5,16520.0,0.93657
2023-01-01 01:30:00,16519.9,16519.9,16517.97,16517.97,0.069831
2023-01-01 01:31:00,16517.25,16517.25,16517.25,16517.25,0.070365
2023-01-01 01:32:00,16517.25,16519.4,16517.24,16517.25,0.975004
2023-01-01 01:33:00,16519.25,16519.25,16517.25,16517.25,1.127105
2023-01-01 01:34:00,16517.97,16517.97,16515.54,16515.54,0.114019
2023-01-01 01:35:00,16517.11,16518.8,16514.09,16518.8,0.468974
2023-01-01 01:36:00,16519.3,16521.75,16518.75,16518.75,4.095189
2023-01-01 01:37:00,16517.8,16518.75,16517.73,16518.5,1.040028
2023-01-01 01:38:00,16519.83,16520.25,16518.17,16518.17,0.206904
2023-01-01 01:39:00,16519.5,16519.78,16519.5,16519.78,0.483
2023-01-01 01:40:00,16517.78,16523.22,16517.78,16520.22,0.362608
2023-01-01 01:41:00,16520.3,16524.01,16520.27,16524.01,0.290717
2023-01-01 01:42:00,16523.07,16524.25,16521.69,16522.04,0.261534
2023-01-01 01:43:00,16521.69,16524.44,16518.85,16521.55,1.28188
2023-01-01 01:44:00,16523.1,16523.1,16519.34,16519.34,0.321811
2023-01-01 01:45:00,16519.35,16522.53,16518.06,16522.53,0.289361
2023-01-01 01:46:00,16520.01,16523.03,16519.93,16523.02,0.149301
2023-01-01 01:47:00,16523.03,16524.29,16521.6,16524.29,0.183524
2023-01-01 01:48:00,16522.41,16523.54,16521.0,16521.0,0.117625
2023-01-01 01:49:00,16521.73,16527.56,16521.73,16527.13,1.340301
2023-01-01 01:50:00,16525.47,16527.19,16525.02,16526.02,0.332575
2023-01-01 01:51:00,16527.19,16528.55,16524.26,16524.26,0.996597
2023-01-01 01:52:00,16523.68,16524.91,16521.1,16522.97,0.442745
2023-01-01 01:53:00,16523.12,16533.44,16515.9,16524.98,12.871396
2023-01-01 01:54:00,16525.78,16526.56,16524.36,16526.56,0.402542
2023-01-01 01:55:00,16526.45,16528.57,16525.47,16528.11,3.645795
2023-01-01 01:56:00,16528.11,16534.66,16528.09,16534.66,2.159705
2023-01-01 01:57:00,16534.59,16536.86,16532.32,16536.74,4.563515
2023-01-01 01:58:00,16536.79,16538.37,16533.2,16536.72,4.024519
2023-01-01 01:59:00,16537.57,16537.58,16533.18,16537.18,1.918813
2023-01-01 02:00:00,16537.18,16537.18,16527.35,16530.73,3.679832
2023-01-01 02:01:00,16530.73,16533.1,16526.13,16533.1,1.51301
2023-01-01 02:02:00,16533.75,16534.92,16530.21,16530.21,0.417482
2023-01-01 02:03:00,16531.99,16531.99,16526.84,16530.41,0.915899
2023-01-01 02:04:00,16526.96,16530.35,16526.12,16526.79,0.158486
2023-01-01 02:05:00,16526.69,16529.85,16526.32,16526.96,0.102983
2023-01-01 02:06:00,16528.61,16529.77,16528.61,16529.54,0.280115
2023-01-01 02:07:00,16527.55,16529.49,16527.43,16529.19,1.463709
2023-01-01 02:08:00,16529.22,16530.0,16527.88,16527.88,0.167294
2023-01-01 02:09:00,16530.48,16530.48,16528.07,16529.98,0.571167
2023-01-01 02:10:00,16529.96,16530.83,16527.0,16530.83,0.629386
2023-01-01 02:11:00,16530.2,16531.23,16528.24,16528.24,0.02323
2023-01-01 02:12:00,16531.25,16531.59,16528.81,16531.59,0.466776
2023-01-01 02:13:00,16531.05,16531.05,16528.0,16528.0,0.145042
2023-01-01 02:14:00,16530.81,16537.97,16529.7,16536.83,5.471387
2023-01-01 02:15:00,16535.32,16539.01,16534.22,16539.01,1.912046
2023-01-01 02:16:00,16539.4,16541.47,16538.22,16538.22,1.629229
2023-01-01 02:17:00,16538.57,16539.38,16537.56,16538.89,4.512026
2023-01-01 02:18:00,16538.89,16539.9,16536.83,16536.83,1.463468
2023-01-01 02:19:00,16536.81,16539.55,16535.27,16539.55,0.98975
2023-01-01 02:20:00,16539.13,16540.45,16537.3,16537.3,0.257276
2023-01-01 02:21:00,16539.7,16539.84,16534.92,16537.26,0.374044
2023-01-01 02:22:00,16538.08,16538.08,16533.62,16533.62,1.42044
2023-01-01 02:23:00,16533.79,16535.26,16532.7,16535.26,0.260911
2023-01-01 02:24:00,16532.34,16536.03,16532.26,16532.39,1.489716
2023-01-01 02:25:00,16536.26,16536.26,16533.14,16535.54,0.015491
2023-01-01 02:26:00,16536.17,16538.54,16536.16,16538.37,0.261122
2023-01-01 02:27:00,16539.06,16539.06,16537.09,16537.09,0.142986
2023-01-01 02:28:00,16536.03,16538.42,16536.03,16537.98,0.273921
2023-01-01 02:29:00,16537.44,16540.9,16536.16,16538.65,2.080574
2023-01-01 02:30:00,16538.22,16540.41,16537.07,16539.17,0.666501
2023-01-01 02:31:00,16539.46,16539.46,16539.46,16539.46,0.013614
2023-01-01 02:32:00,16540.47,16541.62,16539.75,16541.45,0.596516
2023-01-01 02:33:00,16540.78,16543.22,16540.78,16541.32,0.433634
2023-01-01 02:34:00,16541.17,16543.59,16541.09,16543.59,2.175207
2023-01-01 02:35:00,16543.58,16544.8,16539.56,16541.21,1.689744
2023-01-01 02:36:00,16541.04,16541.16,16538.65,16538.65,0.263808
2023-01-01 02:37:00,16538.65,16538.65,16538.65,16538.65,0.0
2023-01-01 02:38:00,16537.36,16539.47,16537.16,16537.16,0.40441
2023-01-01 02:39:00,16537.16,16538.47,16533.89,16537.11,1.636685
2023-01-01 02:40:00,16534.81,16535.49,16531.46,16532.43,2.059221
2023-01-01 02:41:00,16531.5,16532.42,16531.01,16531.01,0.218343
2023-01-01 02:42:00,16532.37,16534.45,16531.0,16531.03,1.453563
2023-01-01 02:43:00,16531.01,16531.01,16529.78,16529.78,0.966497
2023-01-01 02:44:00,16528.12,16528.12,16527.14,16527.14,0.012
2023-01-01 02:45:00,16529.3,16533.41,16529.3,16529.65,3.945614
2023-01-01 02:46:00,16530.53,16533.62,16530.34,16533.62,0.222978
2023-01-01 02:47:00,16534.07,16534.07,16530.53,16532.05,1.273672
2023-01-01 02:48:00,16531.9,16532.06,16528.61,16531.62,1.574092
2023-01-01 02:49:00,16529.23,16531.11,16529.23,16531.11,0.007556
2023-01-01 02:50:00,16528.54,16530.57,16528.34,16530.57,1.060347
2023-01-01 02:51:00,16530.67,16531.42,16528.34,16531.04,0.952651
2023-01-01 02:52:00,16531.44,16531.49,16526.92,16526.92,0.807964
2023-01-01 02:53:00,16527.76,16530.67,16526.89,16527.96,1.650484
2023-01-01 02:54:00,16528.92,16528.92,16527.13,16527.19,3.53877
2023-01-01 02:55:00,16528.92,16530.51,16528.92,16530.51,0.916102
2023-01-01 02:56:00,16530.06,16533.63,16530.06,16531.64,0.828268
2023-01-01 02:57:00,16531.98,16531.98,16531.98,16531.98,0.081321
2023-01-01 02:58:00,16529.97,16532.0,16529.97,16532.0,0.486429
2023-01-01 02:59:00,16531.99,16531.99,16530.0,16530.0,0.0018
2023-01-01 03:00:00,16531.95,16531.95,16516.09,16519.99,6.630065
2023-01-01 03:01:00,16520.89,16520.89,16512.04,16518.68,7.71799
2023-01-01 03:02:00,16519.59,16520.18,16510.0,16515.78,7.21649
2023-01-01 03:03:00,16515.82,16517.6,16511.67,16515.61,0.263185
2023-01-01 03:04:00,16515.61,16517.96,16514.44,16516.34,0.665113
2023-01-01 03:05:00,16515.78,16516.34,16513.07,16516.34,0.416949
2023-01-01 03:06:00,16514.43,16518.93,16514.43,16518.93,1.128119
2023-01-01 03:07:00,16516.93,16518.93,16516.93,16517.61,0.056172
2023-01-01 03:08:00,16516.45,16518.31,16516.39,16518.26,0.310964
2023-01-01 03:09:00,16518.24,16518.25,16518.23,16518.24,0.009171
2023-01-01 03:10:00,16518.24,16518.25,16516.2,16518.25,0.777597
2023-01-01 03:11:00,16518.25,16518.25,16516.2,16518.1,0.257986
2023-01-01 03:12:00,16517.79,16517.79,16516.2,16517.72,0.034615
2023-01-01 03:13:00,16517.7,16517.81,16516.2,16516.2,1.107439
2023-01-01 03:14:00,16517.72,16517.72,16515.0,16515.0,0.355845
2023-01-01 03:15:00,16515.01,16516.79,16510.38,16514.85,4.908248
2023-01-01 03:16:00,16514.85,16514.94,16510.32,16513.98,1.072418
2023-01-01 03:17:00,16511.6,16513.59,16507.32,16511.07,6.614259
2023-01-01 03:18:00,16511.08,16511.21,16507.62,16508.8,0.294872
2023-01-01 03:19:00,16508.35,16510.86,16507.62,16510.0,1.018881
2023-01-01 03:20:00,16511.5,16514.06,16508.28,16514.04,5.41776
2023-01-01 03:21:00,16514.04,16516.78,16512.35,16516.78,3.754821
2023-01-01 03:22:00,16516.78,16521.32,16516.64,16518.63,6.461966
2023-01-01 03:23:00,16518.63,16520.21,16518.6,16518.6,0.22305
2023-01-01 03:24:00,16518.6,16520.0,16518.56,16518.56,0.214313
2023-01-01 03:25:00,16519.67,16519.67,16516.63,16516.89,0.140663
2023-01-01 03:26:00,16518.7,16518.7,16518.0,16518.0,0.004372
2023-01-01 03:27:00,16518.0,16519.67,16517.89,16518.33,0.242614
2023-01-01 03:28:00,16518.57,16519.45,16517.45,16517.45,0.055152
2023-01-01 03:29:00,16519.45,16520.0,16519.45,16519.87,0.244962
2023-01-01 03:30:00,16518.94,16520.21,16517.61,16520.21,0.526989
2023-01-01 03:31:00,16518.7,16519.32,16518.03,16519.32,0.046031
2023-01-01 03:32:00,16519.13,16519.96,16519.13,16519.96,0.489953
2023-01-01 03:33:00,16520.17,16523.76,16520.17,16523.76,0.987488
2023-01-01 03:34:00,16524.18,16524.18,16522.28,16522.28,0.039566
2023-01-01 03:35:00,16522.82,16524.04,16522.37,16524.04,0.196097
2023-01-01 03:36:00,16523.0,16524.18,16522.39,16524.12,0.622411
2023-01-01 03:37:00,16522.66,16523.22,16522.02,16523.03,2.593632
2023-01-01 03:38:00,16523.09,16524.03,16521.73,16524.03,0.30934
2023-01-01 03:39:00,16523.52,16525.32,16523.52,16525.32,0.946014
2023-01-01 03:40:00,16523.47,16526.82,16522.34,16522.94,1.373472
2023-01-01 03:41:00,16525.15,16525.83,16523.0,16525.75,0.355653
2023-01-01 03:42:00,16525.71,16525.73,16525.67,16525.69,0.357814
2023-01-01 03:43:00,16523.33,16525.71,16523.1,16525.71,0.988893
2023-01-01 03:44:00,16525.7,16526.79,16524.0,16526.79,0.338866
2023-01-01 03:45:00,16526.0,16526.78,16522.89,16526.66,0.793942
2023-01-01 03:46:00,16523.5,16524.79,16521.28,16524.78,2.8901
2023-01-01 03:47:00,16521.51,16525.42,16521.51,16521.57,0.590569
2023-01-01 03:48:00,16521.94,16525.32,16521.24,16521.85,0.992011
2023-01-01 03:49:00,16521.85,16526.0,16521.74,16525.97,0.637761
2023-01-01 03:50:00,16525.97,16526.12,16521.88,16524.64,0.998089
2023-01-01 03:51:00,16524.93,16525.39,16522.71,16524.94,1.562821
2023-01-01 03:52:00,16524.86,16527.0,16523.64,16527.0,0.961432
2023-01-01 03:53:00,16526.99,16527.0,16524.0,16526.72,0.343695
2023-01-01 03:54:00,16526.71,16530.0,16521.77,16526.5,7.797634
2023-01-01 03:55:00,16526.49,16528.1,16522.22,16526.16,3.880499
2023-01-01 03:56:00,16526.16,16527.65,16525.7,16527.65,0.748795
2023-01-01 03:57:00,16525.66,16527.98,16525.09,16527.83,0.370274
2023-01-01 03:58:00,16524.74,16527.68,16523.45,16527.61,1.346509
2023-01-01 03:59:00,16527.57,16527.6,16523.48,16526.37,0.958766
2023-01-01 04:00:00,16526.38,16526.39,16523.43,16525.12,1.358
2023-01-01 04:01:00,16523.5,16525.21,16523.49,16525.21,0.352299
2023-01-01 04:02:00,16525.21,16526.82,16523.85,16523.85,0.231141
2023-01-01 04:03:00,16526.27,16527.66,16523.85,16523.88,0.894892
2023-01-01 04:04:00,16525.97,16525.97,16524.97,16525.83,0.228162
2023-01-01 04:05:00,16526.21,16526.5,16524.14,16526.5,0.699105
2023-01-01 04:06:00,16526.72,16526.96,16524.1,16526.96,0.622722
2023-01-01 04:07:00,16526.52,16526.91,16520.81,16521.56,2.487443
2023-01-01 04:08:00,16521.31,16523.99,16518.75,16523.99,2.69253
2023-01-01 04:09:00,16521.6,16523.34,16519.0,16519.0,1.844916
2023-01-01 04:10:00,16522.44,16522.86,16519.0,16519.26,0.93445
2023-01-01 04:11:00,16522.66,16523.01,16517.73,16517.73,1.189109
2023-01-01 04:12:00,16520.89,16523.46,16519.79,16523.46,0.543261
2023-01-01 04:13:00,16523.4,16523.42,16519.22,16521.72,0.356507
2023-01-01 04:14:00,16519.22,16521.97,16518.14,16520.4,0.870584
2023-01-01 04:15:00,16518.4,16520.89,16517.7,16520.89,0.568073
2023-01-01 04:16:00,16520.89,16520.89,16516.09,16516.09,0.689135
2023-01-01 04:17:00,16517.07,16523.77,16517.07,16523.77,0.614102
2023-01-01 04:18:00,16521.53,16524.3,16521.27,16523.98,0.28919
2023-01-01 04:19:00,16523.98,16524.0,16518.53,16521.39,0.99384
2023-01-01 04:20:00,16521.39,16522.89,16515.0,16515.0,2.052232
2023-01-01 04:21:00,16517.36,16518.03,16510.81,16515.0,5.519524
2023-01-01 04:22:00,16515.0,16517.48,16515.0,16517.48,1.456212
2023-01-01 04:23:00,16518.18,16519.26,16513.59,16518.63,3.378092
2023-01-01 04:24:00,16515.07,16517.74,16512.5,16515.3,2.142498
2023-01-01 04:25:00,16513.8,16515.47,16512.8,16515.44,0.458738
2023-01-01 04:26:00,16515.44,16517.43,16515.44,16517.43,1.276524
2023-01-01 04:27:00,16517.47,16517.98,16515.75,16517.43,0.447099
2023-01-01 04:28:00,16517.43,16517.43,16514.89,16514.89,0.154637
2023-01-01 04:29:00,16516.8,16517.0,16511.39,16511.39,0.775347
2023-01-01 04:30:00,16514.01,16514.92,16511.92,16511.92,1.486413
2023-01-01 04:31:00,16513.72,16513.87,16513.72,16513.87,0.151755
2023-01-01 04:32:00,16512.25,16514.82,16512.25,16514.0,0.033889
2023-01-01 04:33:00,16512.26,16514.0,16511.92,16514.0,1.101767
2023-01-01 04:34:00,16514.0,16515.74,16513.81,16515.7,1.851559
2023-01-01 04:35:00,16515.92,16517.85,16515.3,16515.3,1.986623
2023-01-01 04:36:00,16515.6,16516.94,16515.47,16515.76,0.407488
2023-01-01 04:37:00,16515.97,16517.62,16515.29,16515.32,0.89651
2023-01-01 04:38:00,16515.32,16518.02,16515.3,16517.93,1.565149
2023-01-01 04:39:00,16516.46,16518.63,16515.49,16518.56,2.926676
2023-01-01 04:40:00,16516.4,16517.73,16515.54,16517.66,0.435865
2023-01-01 04:41:00,16516.56,16518.0,16516.56,16516.98,0.328797
2023-01-01 04:42:00,16516.25,16517.9,16516.23,16516.23,0.091302
2023-01-01 04:43:00,16517.54,16517.96,16515.76,16517.95,0.084411
2023-01-01 04:44:00,16515.62,16515.62,16513.42,16513.42,0.871296
2023-01-01 04:45:00,16514.98,16514.98,16511.15,16512.54,1.205737
2023-01-01 04:46:00,16514.4,16514.4,16511.15,16511.16,1.509127
2023-01-01 04:47:00,16513.6,16513.6,16511.0,16511.0,1.467385
2023-01-01 04:48:00,16513.2,16513.2,16511.48,16511.48,0.153621
2023-01-01 04:49:00,16511.53,16512.45,16511.0,16511.0,0.039739
2023-01-01 04:50:00,16511.0,16517.37,16510.22,16516.2,4.43562
2023-01-01 04:51:00,16517.22,16518.35,16516.2,16518.35,1.30444
2023-01-01 04:52:00,16516.89,16518.68,16511.99,16512.09,5.736428
2023-01-01 04:53:00,16511.35,16513.24,16509.46,16512.41,1.834476
2023-01-01 04:54:00,16512.32,16514.06,16509.91,16513.07,1.517687
2023-01-01 04:55:00,16514.03,16514.25,16510.87,16514.25,1.94998
2023-01-01 04:56:00,16513.86,16513.86,16508.0,16508.0,1.411309
2023-01-01 04:57:00,16509.65,16511.89,16509.57,16510.69,0.810244
2023-01-01 04:58:00,16510.5,16511.57,16508.38,16511.54,4.394859
2023-01-01 04:59:00,16511.56,16514.82,16505.1,16513.7,5.425976
2023-01-01 05:00:00,16513.7,16515.68,16513.45,16515.68,0.818724
2023-01-01 05:01:00,16513.47,16515.89,16513.42,16515.88,0.075321
2023-01-01 05:02:00,16515.83,16516.39,16515.77,16516.39,0.578398
2023-01-01 05:03:00,16516.39,16517.25,16516.39,16517.04,0.128378
2023-01-01 05:04:00,16516.85,16517.04,16514.33,16514.38,0.117978
2023-01-01 05:05:00,16514.39,16517.04,16514.23,16517.04,0.077526
2023-01-01 05:06:00,16517.04,16517.31,16517.04,16517.08,0.135482
2023-01-01 05:07:00,16517.04,16517.04,16513.43,16513.9,0.695407
2023-01-01 05:08:00,16515.64,16516.27,16513.77,16513.77,0.144407
2023-01-01 05:09:00,16515.1,16517.24,16508.67,16508.67,8.252884
2023-01-01 05:10:00,16510.58,16510.6,16507.7,16507.7,0.725796
2023-01-01 05:11:00,16508.8,16510.1,16506.45,16508.42,2.368581
2023-01-01 05:12:00,16507.69,16509.63,16507.63,16509.16,1.058587
2023-01-01 05:13:00,16509.23,16512.37,16507.97,16511.51,2.734678
2023-01-01 05:14:00,16510.71,16512.86,16509.67,16512.74,0.1724
2023-01-01 05:15:00,16512.51,16512.83,16510.81,16510.81,0.084245
2023-01-01 05:16:00,16510.77,16513.02,16510.77,16511.37,1.173227
2023-01-01 05:17:00,16513.05,16513.11,16513.05,16513.11,1.162248
2023-01-01 05:18:00,16513.06,16513.37,16511.37,16512.88,0.374726
2023-01-01 05:19:00,16512.84,16512.84,16503.55,16510.69,7.554575
2023-01-01 05:20:00,16507.53,16508.03,16507.53,16507.91,0.030541
2023-01-01 05:21:00,16510.21,16510.21,16507.7,16508.71,0.13778
2023-01-01 05:22:00,16507.72,16507.72,16506.03,16507.09,0.712616
2023-01-01 05:23:00,16506.85,16506.85,16504.19,16504.19,0.447685
2023-01-01 05:24:00,16505.87,16509.21,16505.87,16509.21,1.376624
2023-01-01 05:25:00,16509.21,16509.21,16506.75,16506.75,0.085133
2023-01-01 05:26:00,16508.71,16509.74,16508.23,16509.74,0.160676
2023-01-01 05:27:00,16509.55,16509.74,16507.56,16509.72,0.231706
2023-01-01 05:28:00,16509.74,16509.74,16509.72,16509.74,1.005646
2023-01-01 05:29:00,16510.0,16513.11,16508.57,16512.24,1.41043
2023-01-01 05:30:00,16511.81,16513.33,16510.71,16511.0,1.170591
2023-01-01 05:31:00,16511.15,16511.39,16508.41,16508.41,1.514265
2023-01-01 05:32:00,16509.6,16509.93,16509.57,16509.93,0.007985
2023-01-01 05:33:00,16509.8,16509.8,16505.28,16505.28,1.160556
2023-01-01 05:34:00,16509.14,16510.34,16506.66,16510.34,0.877441
2023-01-01 05:35:00,16510.8,16511.78,16508.86,16509.62,0.083062
2023-01-01 05:36:00,16509.62,16509.62,16509.62,16509.62,0.0
2023-01-01 05:37:00,16509.62,16509.62,16509.62,16509.62,0.0
2023-01-01 05:38:00,16511.68,16511.84,16510.18,16510.18,0.364494
2023-01-01 05:39:00,16509.06,16510.12,16506.93,16506.93,1.847391
2023-01-01 05:40:00,16509.57,16509.57,16507.05,16509.5,0.016268
2023-01-01 05:41:00,16509.0,16509.0,16506.85,16508.38,0.263142
2023-01-01 05:42:00,16509.46,16509.46,16508.38,16509.11,0.019238
2023-01-01 05:43:00,16506.86,16506.86,16506.86,16506.86,0.001817
2023-01-01 05:44:00,16507.82,16510.14,16505.26,16510.14,0.902316
2023-01-01 05:45:00,16510.33,16511.91,16508.34,16511.0,1.584506
2023-01-01 05:46:00,16510.99,16514.61,16509.15,16514.61,5.438376
2023-01-01 05:47:00,16514.61,16516.19,16511.18,16513.64,1.855679
2023-01-01 05:48:00,16515.47,16520.47,16514.07,16514.07,6.513659
2023-01-01 05:49:00,16514.57,16518.63,16513.57,16518.24,1.489322
2023-01-01 05:50:00,16517.47,16517.47,16514.74,16516.79,0.26464
2023-01-01 05:51:00,16515.97,16517.29,16514.69,16514.69,0.572341
2023-01-01 05:52:00,16514.25,16516.36,16513.47,16514.7,1.324413
2023-01-01 05:53:00,16514.7,16514.7,16513.36,16513.97,0.172977
2023-01-01 05:54:00,16513.39,16515.79,16513.39,16515.79,0.175789
2023-01-01 05:55:00,16515.97,16515.97,16515.97,16515.97,0.04
2023-01-01 05:56:00,16516.47,16519.33,16516.13,16519.33,2.380955
2023-01-01 05:57:00,16519.33,16524.67,16519.33,16524.2,9.509624
2023-01-01 05:58:00,16524.42,16526.71,16522.87,16526.15,2.040277
2023-01-01 05:59:00,16525.0,16525.0,16522.29,16522.29,1.275905
2023-01-01 06:00:00,16525.0,16527.27,16522.29,16527.27,2.091076
2023-01-01 06:01:00,16527.27,16528.35,16525.73,16527.27,0.864176
2023-01-01 06:02:00,16527.26,16529.96,16527.07,16529.96,0.819117
2023-01-01 06:03:00,16529.99,16532.65,16528.14,16530.0,4.402887
2023-01-01 06:04:00,16532.19,16532.21,16531.37,16531.73,0.171379
2023-01-01 06:05:00,16531.73,16531.73,16527.78,16527.78,0.477837
2023-01-01 06:06:00,16529.24,16529.24,16529.11,16529.24,0.074819
